country_iso3,country_name,utility_id,utility_name,year,indicator_id,indicator_name,category,subcategory,value,unit,direction,indicator_description,currency,value_usd,fx_rate_local_per_usd,source_id,source_institution,source_database,source_url,source_update_frequency,verification_level
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_EQUITY,Total equity,financial,balance_sheet,107624555.28,PHP,neutral,Total equity / government equity from the Statement of Financial Position,PHP,1975567.72,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_INTEREST_EXPENSE,Interest / financial expenses,financial,costs,12995.4,PHP,neutral,Financial expenses (interest on loans) from the income statement,PHP,238.54,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_LOANS_PAYABLE,Outstanding loans payable,financial,debt,3984916.08,PHP,lower_is_better,"Outstanding loan / long-term debt balance from the Statement of Financial Position (loans payable, bonds payable, long-term liabilities)",PHP,73147.54,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_MOOE,Maintenance and other operating expenses,financial,costs,2754789.9,PHP,neutral,Maintenance and Other Operating Expenses (MOOE) line in government-format financial statements,PHP,50567.21,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_NET_INCOME,Net income (loss),financial,performance,4851441.119999999,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,89053.57,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_OPEX_TOTAL,Total operating expenses,financial,costs,13873607.71,PHP,lower_is_better,Total operating expenses / expenditures from the audited income statement,PHP,254665.41,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_REVENUE,Total operating revenue,financial,performance,18725048.83,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,343718.98,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_STAFF_COSTS,Personnel / staff costs,financial,costs,7655171.89,PHP,neutral,Total compensation and personnel services cost (absolute) from the income statement,PHP,140519.14,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_STAFF_COST_SHARE,Staff cost share in operating expenditure,financial,costs,55.18,%,neutral,Staff costs / Operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_TOTAL_ASSETS,Total assets,financial,balance_sheet,112377381.8,PHP,neutral,Total assets from the Statement of Financial Position,PHP,2062811.1,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_ASINGAN,Asingan Water District,2022,FIN_TOTAL_LIABILITIES,Total liabilities,financial,balance_sheet,4752826.5200000005,PHP,lower_is_better,Total liabilities from the Statement of Financial Position,PHP,87243.39,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2019,FIN_NET_INCOME,Net income (loss),financial,performance,139852681.48,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,2700078.53,51.795783,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2019,FIN_REVENUE,Total operating revenue,financial,performance,637352824.24,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,12305110.33,51.795783,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_CAPEX,Capital expenditure,financial,investment,125261607.15,PHP,neutral,Capital outlay / capital expenditure for the year,PHP,2524209.35,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_INTEREST_EXPENSE,Interest / financial expenses,financial,costs,11457270.4,PHP,neutral,Financial expenses (interest on loans) from the income statement,PHP,230881.19,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_MOOE,Maintenance and other operating expenses,financial,costs,232416909.58,PHP,neutral,Maintenance and Other Operating Expenses (MOOE) line in government-format financial statements,PHP,4683549.49,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_NET_INCOME,Net income (loss),financial,performance,76263472.11,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,1536823.4,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_REVENUE,Total operating revenue,financial,performance,569927172.13,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,11484887.75,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2020,FIN_STAFF_COSTS,Personnel / staff costs,financial,costs,183455048.8,PHP,neutral,Total compensation and personnel services cost (absolute) from the income statement,PHP,3696894.52,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_ENERGY_COSTS,Electricity / energy costs,financial,costs,643884.57,PHP,neutral,"Total electricity, power and fuel cost (absolute), typically from MOOE detail / notes to financial statements",PHP,13072.58,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_ENERGY_COST_SHARE,Energy cost share in operating expenditure,financial,costs,0.11,%,neutral,Energy costs / Operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_EQUITY,Total equity,financial,balance_sheet,1548684453.75,PHP,neutral,Total equity / government equity from the Statement of Financial Position,PHP,31442434.14,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_NET_INCOME,Net income (loss),financial,performance,12284454.41,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,249407.26,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_OPEX_TOTAL,Total operating expenses,financial,costs,561306997.79,PHP,lower_is_better,Total operating expenses / expenditures from the audited income statement,PHP,11396032.46,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2021,FIN_TOTAL_LIABILITIES,Total liabilities,financial,balance_sheet,569546906.12,PHP,lower_is_better,Total liabilities from the Statement of Financial Position,PHP,11563324.63,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_ENERGY_COSTS,Electricity / energy costs,financial,costs,734259.34,PHP,neutral,"Total electricity, power and fuel cost (absolute), typically from MOOE detail / notes to financial statements",PHP,13478.14,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_ENERGY_COST_SHARE,Energy cost share in operating expenditure,financial,costs,0.12,%,neutral,Energy costs / Operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_EQUITY,Total equity,financial,balance_sheet,1591612094.17,PHP,neutral,Total equity / government equity from the Statement of Financial Position,PHP,29215799.89,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_NET_INCOME,Net income (loss),financial,performance,44108748.22,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,809664.85,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_OPEX_TOTAL,Total operating expenses,financial,costs,603665255.43,PHP,lower_is_better,Total operating expenses / expenditures from the audited income statement,PHP,11080943.26,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BAGUIO_CITY,Baguio City Water District,2022,FIN_TOTAL_LIABILITIES,Total liabilities,financial,balance_sheet,686640232.36,PHP,lower_is_better,Total liabilities from the Statement of Financial Position,PHP,12604040.71,54.477786,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_COST_COVERAGE,Operating cost coverage ratio,financial,performance,104.25,%,higher_is_better,Total operating revenue / Total operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_DEPRECIATION,Depreciation and non-cash expenses,financial,costs,1622806.38,PHP,neutral,Depreciation and other non-cash expenses from the income statement,PHP,32701.98,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_INTEREST_EXPENSE,Interest / financial expenses,financial,costs,557679.26,PHP,neutral,Financial expenses (interest on loans) from the income statement,PHP,11238.07,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_MOOE,Maintenance and other operating expenses,financial,costs,6331355.63,PHP,neutral,Maintenance and Other Operating Expenses (MOOE) line in government-format financial statements,PHP,127586.32,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_NET_INCOME,Net income (loss),financial,performance,745459.04,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,15022.12,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_OPEX_TOTAL,Total operating expenses,financial,costs,17533211.37,PHP,lower_is_better,Total operating expenses / expenditures from the audited income statement,PHP,353320.52,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_REVENUE,Total operating revenue,financial,performance,18278670.41,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,368342.64,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_STAFF_COSTS,Personnel / staff costs,financial,costs,9021370.1,PHP,neutral,Total compensation and personnel services cost (absolute) from the income statement,PHP,181794.14,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2020,FIN_STAFF_COST_SHARE,Staff cost share in operating expenditure,financial,costs,51.45,%,neutral,Staff costs / Operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_COST_COVERAGE,Operating cost coverage ratio,financial,performance,112.83,%,higher_is_better,Total operating revenue / Total operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_DEPRECIATION,Depreciation and non-cash expenses,financial,costs,1942705.74,PHP,neutral,Depreciation and other non-cash expenses from the income statement,PHP,39442.12,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_INTEREST_EXPENSE,Interest / financial expenses,financial,costs,449672.95,PHP,neutral,Financial expenses (interest on loans) from the income statement,PHP,9129.56,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_LOANS_PAYABLE,Outstanding loans payable,financial,debt,9918383.83,PHP,lower_is_better,"Outstanding loan / long-term debt balance from the Statement of Financial Position (loans payable, bonds payable, long-term liabilities)",PHP,201369.7,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_MOOE,Maintenance and other operating expenses,financial,costs,3773494.5,PHP,neutral,Maintenance and Other Operating Expenses (MOOE) line in government-format financial statements,PHP,76612.03,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_NET_INCOME,Net income (loss),financial,performance,1924290.39,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,39068.24,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_OPEX_TOTAL,Total operating expenses,financial,costs,15001034.12,PHP,lower_is_better,Total operating expenses / expenditures from the audited income statement,PHP,304561.09,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_REVENUE,Total operating revenue,financial,performance,16925324.51,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,343629.33,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_STAFF_COSTS,Personnel / staff costs,financial,costs,8835160.93,PHP,neutral,Total compensation and personnel services cost (absolute) from the income statement,PHP,179377.38,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BATO_CAMARINES_SUR,Bato Water District,2021,FIN_STAFF_COST_SHARE,Staff cost share in operating expenditure,financial,costs,58.9,%,neutral,Staff costs / Operating expenditure * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2020,FIN_NET_INCOME,Net income (loss),financial,performance,-137248.93,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,-2765.77,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2020,FIN_REVENUE,Total operating revenue,financial,performance,6997201.81,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,141004.12,49.624096,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_CAPEX,Capital expenditure,financial,investment,7248427.6,PHP,neutral,Capital outlay / capital expenditure for the year,PHP,147162.46,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_INTEREST_EXPENSE,Interest / financial expenses,financial,costs,634338.88,PHP,neutral,Financial expenses (interest on loans) from the income statement,PHP,12878.77,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_MOOE,Maintenance and other operating expenses,financial,costs,2273385.76,PHP,neutral,Maintenance and Other Operating Expenses (MOOE) line in government-format financial statements,PHP,46155.81,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_NET_INCOME,Net income (loss),financial,performance,20345.5,PHP,neutral,"Net income or loss after all revenue and expenses, from the audited Statement of Financial Performance / Comprehensive Income (parentheses denote a loss)",PHP,413.07,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_REVENUE,Total operating revenue,financial,performance,7027775.36,PHP,higher_is_better,Total operating revenue / service and business income (water sales plus other operating income) from the audited income statement,PHP,142682.63,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,FIN_STAFF_COSTS,Personnel / staff costs,financial,costs,3235675.43,PHP,neutral,Total compensation and personnel services cost (absolute) from the income statement,PHP,65692.86,49.254598,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUCAY,Bucay Water District,2021,OPS_NRW_PCT,Non-revenue water (volume),operational,losses,24.7,%,lower_is_better,(Produced volume - Billed volume) / Produced volume * 100,,,,PHL_LWUA_AAR,COA (Commission on Audit),Annual Audit Reports of water districts,https://www.coa.gov.ph/,annual,3_verified
PHL,Philippines,PHL_LWUA_BUEWD,Buenavista Water District,2019,INST_PERMANENT_EMPLOYEES,Permanent employees,institutional,workforce,37.0,people,neutral,Number of permanent / plantilla employees,,,,PHL_LWUA_AR,LWUA / water districts,Annual LWUA reports filed on WD .gov.ph websites,https://www.gov.ph/,annual,3_verified
